prompt	answer
оргилд	оргил <dat>
зуршлаас	зуршил <abl>
ваарчинтай	ваарчин <com>
гэлэнмаагаа	гэлэнмаа <voc>
бэхээ	бэх <voc>
сэнсээ	сэнс <voc>
дэлбэрэлтийг	дэлбэрэлт <acc>
ороолтоос	ороолт <abl>
нэгтгэлээс	нэгтгэл <abl>
үүсвэрээс	үүсвэр <abl>
асраас	асар <abl>
шивээсний	шивээс <gen>
өмгөөлөлд	өмгөөлөл <dat>
шаантагтай	шаантаг <com>
шүлсний	шүлс <gen>
паспортыг	паспорт <acc>
торгуулиар	торгууль <ins>
дүрсээс	дүрс <abl>
ресторанаар	ресторан <ins>
постоо	пост <voc>
зэвсэгтэй	зэвсэг <com>
шархлаагаа	шархлаа <voc>
боломжоос	боломж <abl>
гарзаа	гарз <voc>
тоосноос	тоос <abl>
даажигналаа	даажигнал <voc>
тавилгын	тавилга <gen>
барилгаа	барилга <voc>
биеийг	бие <acc>
ааваар	аавынх <ins>
хэрчдэсэнд	хэрчдэс <dat>
давтамжийг	давтамж <acc>
өрсөлдөөний	өрсөлдөөн <gen>
гүтгэлгээс	гүтгэлэг <abl>
хөгжимчнөөс	хөгжимчин <abl>
дээрэмтэй	дээрэм <com>
дайралтаар	дайралт <ins>
сэтгүүлчтэй	сэтгүүлч <com>
гадаргаар	гадарга <ins>
аэробикээс	аэробик <abl>
үйлчлэлд	үйлчлэл <dat>
ялгаанд	ялгаа <dat>
түвшний	түвшин <gen>
барьцааны	барьцаа <gen>
хонхноос	хонх <abl>
далангийн	далан <gen>
амьтнаар	амьтан <ins>
шингэлтийг	шингэлт <acc>
дээрмийг	дээрэм <acc>
ангитай	анги <com>
гэргийгээс	гэргий <abl>
ичээг	ичээ <acc>
газрын	газар <gen>
мэдээллийг	мэдээлэл <acc>
могойг	могой <acc>
этгээдээс	этгээд <abl>
түгшүүрийн	түгшүүр <gen>
сэвээс	сэв <abl>
чиглэлээ	чиглэл <voc>
бүтээлгийг	бүтээлэг <acc>
бөгсөө	бөгс <voc>
хулмасанд	хулмас <dat>
зорилтоо	зорилт <voc>
хувьсагчтай	хувьсагч <com>
луужингаа	луужин <voc>
шүүмжлэгчээс	шүүмжлэгч <abl>
мөхөлд	мөхөл <dat>
илтгэгчээр	илтгэгч <ins>
диаметрээс	диаметр <abl>
багснаас	багс <abl>
мөргөлчний	мөргөлчин <gen>
хашилтаар	хашилт <ins>
уншигчийг	уншигч <acc>
наймаачныг	наймаачин <acc>
барцдаас	барцад <abl>
хадааснаас	хадаас <abl>
дуулаачаар	дуулаач <ins>
оргуултай	оргуул <com>
халимаа	халим <voc>
хаалгачаар	хаалгач <ins>
буртгаар	буртаг <ins>
пүршээ	пүрш <voc>
исгийн	исэг <gen>
шаталттай	шаталт <com>
тосгонд	тосгон <dat>
аршаас	арш <abl>
цохиуртай	цохиур <com>
жигнэмэгтэй	жигнэмэг <com>
далайцаар	далайц <ins>
суултуураар	суултуур <ins>
шүүртэй	шүүр <com>
царцаанаас	царцаа <abl>
үлгэрт	үлгэр <dat>
хүсэлтийг	хүсэлт <acc>
муураа	муур <voc>
гоймонд	гоймон <dat>
арбитрт	арбитр <dat>
зугаанаас	зугаа <abl>
ухагдахуунтай	ухагдахуун <com>
шпагеттины	шпагетти <gen>
зоригоор	зориг <ins>
шүүрэлтэй	шүүрэл <com>
гүнждийн	гүнжид <gen>
үнэрт	үнэр <dat>
маажингаас	маажин <abl>
хүнээ	хүн <voc>
эсийн	эс <gen>
даргаас	дарга <abl>
үрээ	үр <voc>
шинэчлэлээр	шинэчлэл <ins>
шинжийг	шинж <acc>
хошуучлагчтай	хошуучлагч <com>
засварыг	засвар <acc>
үнсэлтэд	үнсэлт <dat>
заавартай	заавар <com>
эмээ	эм <voc>
сейфтэй	сейф <com>
арлаа	арал <voc>
дарамтаас	дарамт <abl>
кафег	кафе <acc>
зөрчилдөөнийг	зөрчилдөөн <acc>
цэцэглэлтэд	цэцэглэлт <dat>
цохиог	цохио <acc>
урвагчийн	урвагч <gen>
хашаагаа	хашаа <voc>
жанжнаар	жанжин <ins>
талбайгаар	талбай <ins>
доргиотой	доргио <com>
эмнэлгээс	эмнэлэг <abl>
туурайнаас	туурай <abl>
бижрүүний	бижрүү <gen>
зургийг	зураг <acc>
шандсанд	шандас <dat>
гацаагаа	гацаа <voc>
тахаа	тах <voc>
цавуутай	цавуу <com>
мөрдөснөөс	мөрдөс <abl>
хязгаартай	хязгаар <com>
андыг	анд <acc>
тавиураа	тавиур <voc>
тооцооллоос	тооцоолол <abl>
үүнээс	үү <abl>
мастерыг	мастер <acc>
зүхлээ	зүхэл <voc>
түлхүүрээс	түлхүүр <abl>
зөвлөгөөнд	зөвлөгөө <dat>
бүрээсэнд	бүрээс <dat>
барьцаатай	барьцаа <com>
мэхлэгчид	мэхлэгч <dat>
наалдцаа	наалдац <voc>
дуншилтаар	дуншилт <ins>
ёжлолоор	ёжлол <ins>
ороолттой	ороолт <com>
голыг	голд <acc>
харвалтад	харвалт <dat>
хөршөө	хөрш <voc>
хондлойгоос	хондлой <abl>
хясаагаа	хясаа <voc>
сэнсийг	сэнс <acc>
аймгийг	аймаг <acc>
андаар	анд <ins>
сонгинотой	сонгино <com>
гоймонгоо	гоймон <voc>
мануухайгаа	мануухай <voc>
скаутаас	скаут <abl>
хичээлд	хичээл <dat>
буцалтыг	буцалт <acc>
адилтгалыг	адилтгал <acc>
аавтай	аав <com>
капиталын	капитал <gen>
хатуурлыг	хатуурал <acc>
наймаагаа	наймаа <voc>
үгүйсгэлээр	үгүйсгэл <ins>
саманд	сам <dat>
цардуулын	цардуул <gen>
бурхны	бурхан <gen>
шатаагчаас	шатаагч <abl>
үржвэрийг	үржвэр <acc>
хүнээр	хүн <ins>
жолоогоо	жолоо <voc>
нэхэмжлэгчийг	нэхэмжлэгч <acc>
зорилгын	зорилго <gen>
үргээгчид	үргээгч <dat>
жүчээгээ	жүчээ <voc>
даралттай	даралт <com>
харвинд	харвин <dat>
биологиор	биологи <ins>
барьцалдаанаас	барьцалдаа <abl>
инээмсэглэлийн	инээмсэглэл <gen>
алдагдлыг	алдагдал <acc>
зогсоолоос	зогсоол <abl>
жодоонд	жодоо <dat>
шүдээс	шүд <abl>
хөгтэй	хөг <com>
чангалуурыг	чангалуур <acc>
хатууралд	хатуурал <dat>
доройтолтой	доройтол <com>
хуягаас	хуяг <abl>
исэлдэлтээс	исэлдэлт <abl>
сурталчилгаанд	сурталчилгааны <dat>
эргэлзэлд	эргэлзэл <dat>
хөвөнгийн	хөвөн <gen>
жичээр	жич <ins>
хүүрзгэнэтэй	хүүрзгэнэ <com>
харьцуулалтад	харьцуулалт <dat>
дэвтрээр	дэвтэр <ins>
хэргээ	хэрэг <voc>
жүчээний	жүчээ <gen>
намтрыг	намтар <acc>
сүүдрээ	сүүдэр <voc>
боломжоор	боломж <ins>
шургаа	шураг <voc>
академитай	академи <com>
мэдэгдэлтэй	мэдэгдэл <com>
мэдүүлгийн	мэдүүлэг <gen>
эрэмбээс	эрэмбэ <abl>
цаазад	цааз <dat>
дарааллын	дараалал <gen>
зуучлагчаас	зуучлагч <abl>
хэрэгтэнд	хэрэгтэн <dat>
багцаас	багц <abl>
үлдэгдлийн	үлдэгдэл <gen>
туслалцаатай	туслалцаа <com>
аммиакаар	аммиак <ins>
баримтаас	баримт <abl>
авьяастнаар	авьяастан <ins>
заргыг	зарга <acc>
тарилгад	тарилга <dat>
гамшигтай	гамшиг <com>
батжилттай	батжилт <com>
амттанаар	амттан <ins>
хэлэлцүүлгийн	хэлэлцүүлэг <gen>
солиртой	солир <com>
бэлгэвчийн	бэлгэвч <gen>
ишид	иш <dat>
цагдаагаа	цагдаа <voc>
оргилоо	оргил <voc>
дүүжинд	дүүжин <dat>
төлбөрөөс	төлбөр <abl>
өрөмдлөгөө	өрөмдлөг <voc>
урамшууллаас	урамшуулал <abl>
аргаас	арга <abl>
аялагчийг	аялагч <acc>
бачимдалтай	бачимдал <com>
дурнаас	дураараа <abl>
сургуулиас	сургууль <abl>
талийгчтай	талийгч <com>
түрээслэгчээс	түрээслэгч <abl>
үхэлд	үхэл <dat>
цэнгүүнээс	цэнгүүн <abl>
тохироогоор	тохироо <ins>
болзлын	болзол <gen>
гэрлээ	гэрэл <voc>
ноогдлыг	ноогдол <acc>
уулчинтай	уулчин <com>
тэмцэлд	тэмцэл <dat>
хүслээс	хүсэл <abl>
тарилгаа	тарилга <voc>
давхаргад	давхарга <dat>
зөөгчийн	зөөгч <gen>
тэрслэгчид	тэрслэгч <dat>
гишүүнээс	гишүүн <abl>
шүтэлцээтэй	шүтэлцээ <com>
өндгөвчөө	өндгөвч <voc>
эмгэнэлийн	эмгэнэл <gen>
хатаагуурыг	хатаагуур <acc>
үүрэгтэй	үүрэг <com>
цөөрмийг	цөөрөм <acc>
хутгаа	хутга <voc>
сувдаас	сувд <abl>
бондтой	бонд <com>
эмчтэй	эмч <com>
харуусалд	харуусал <dat>
хөөрөлд	хөөрөл <dat>
хальстай	хальс <com>
хөдөлмөрөөс	хөдөлмөр <abl>
өрөмдлөгийн	өрөмдлөг <gen>
мөрөөдөлд	мөрөөдөл <dat>
зогсоолоор	зогсоол <ins>
сүлжээний	сүлжээ <gen>
ноёныг	ноён <acc>
ормоос	ором <abl>
бариатай	бариа <com>
мэдүүлгээ	мэдүүлэг <voc>
төөрөгдөлд	төөрөгдөл <dat>
баатрын	баатар <gen>
хүзүүнд	хүзүү <dat>
дөнжтэй	дөнжөө <com>
цуглуулгаас	цуглуулга <abl>
дуслаар	дусал <ins>
дадалтай	дадал <com>
индукцээр	индукц <ins>
хариуцагчийг	хариуцагч <acc>
товхимлоо	товхимол <voc>
бадгийн	бадаг <gen>
урхинд	урхи <dat>
хонхтой	хонх <com>
оёдолтой	оёдол <com>
гүнд	гүн <dat>
дадлыг	дадал <acc>
хамтралаар	хамтрал <ins>
салаагаар	салаа <ins>
хулганаар	хулгана <ins>
таазны	тааз <gen>
газраар	газар <ins>
сүлжээнд	сүлжээ <dat>
гаргалтаас	гаргалт <abl>
атаархлыг	атаархал <acc>
арбитраар	арбитр <ins>
битүүлэгт	битүүлэг <dat>
зээрэнцэгтэй	зээрэнцэг <com>
агаараа	агаар <voc>
мөгөөрстэй	мөгөөрс <com>
устгалаар	устгал <ins>
банкнаас	банк <abl>
цэнэглэгчийн	цэнэглэгч <gen>
ёроолын	ёроол <gen>
соруултай	соруул <com>
гадрын	гадар <gen>
оргуулаар	оргуул <ins>
тунхгийн	тунхаг <gen>
гайхамшгийг	гайхамшиг <acc>
үлгэртэй	үлгэр <com>
төгсгөлд	төгсгөл <dat>
жадаар	жад <ins>
графикаар	график <ins>
гадаргатай	гадарга <com>
алхааг	алхаа <acc>
продакшнтай	продакшн <com>
дуунаас	дуу <abl>
ахмадаа	ахмад <voc>
хөтлөгчийн	хөтлөгч <gen>
үүдээр	үүд <ins>
гүйлттэй	гүйлт <com>
шинэчлэлийг	шинэчлэл <acc>
шүүлтийн	шүүлт <gen>
дүнгээр	дүн <ins>
мэхээ	мэх <voc>
клубээ	клуб <voc>
уулчны	уулчин <gen>
тэнхлэгээр	тэнхлэг <ins>
дохиурт	дохиур <dat>
ажиглалтад	ажиглалт <dat>
зохиомжид	зохиомж <dat>
хүйтнээ	хүйтэн <voc>
хуурайгаар	хуурай <ins>
цээжний	цээж <gen>
жимээс	жим <abl>
үнсэлтийн	үнсэлт <gen>
тэсвэрээр	тэсвэр <ins>
